word,trans,exp,level,memory,modify,pron,filelink
"abolition","廃止,撤廃","",0,0,0,""
"abolitionnisme","奴隷廃止論,死刑廃止論","",0,0,0,""
"abolitionniste","奴隷廃止論者,死刑廃止論者","",0,0,0,""
"abominable","忌まわしい,憎むべき","",0,0,0,""
"abominablement","憎むべきやり方で,ひどく下手に","",0,0,0,""
"abomination","嫌悪","",0,0,0,""
"abominer","忌み嫌う","",0,0,0,""
"abondamment","豊富に","",0,0,0,""
"abondance","豊かさ,多量","L'abondance des pluies caractérise le climat de cette region.",0,0,0,""
"abondant","たくさんの,豊富な","",0,0,0,""
"abonder","豊富にある","",0,0,0,""
"abonn","予約契約を締結している,予約購読契約者,加入契約締結者","",0,0,0,""
"abonnement","購読契約,加入契約","",0,0,0,""
"abonner","予約する","",0,0,0,""
"abonnir","良くする,良くなる","",0,0,0,""
"abord","接近,到着,応対","",0,0,0,""
"abordable","値段が手頃な","",0,0,0,""
"abordage","接舷,(船舶の)衝突","",0,0,0,""
"aborder","衝突する,(人に)近づく,(仕事などに)取り組む,手をつける,着岸する,上陸する","L'Alliance atlantique et l'OTAN sont le cadre principal dans lequel la pluspart des États de l'Union européenne abordent les questions de défense et de sécurité.",0,0,0,""
"abords","付近の場所","",0,0,0,""
"aborigène","土着の,原産の,アボリジニ","",0,0,0,""
"aboucher","(管を)連結する","",0,0,0,""
"abouler","(金を)出す,渡す","",0,0,0,""
"abouter","密着接合する","",0,0,0,""
"aboutir","に達する,至る,成功する","La Loire aboutit à l'Atlantique.
Les bonnes intensions ne suffisent pas si elles n'aboutissent qu'à des résultats fâcheux.",0,0,0,""
"aboutissants","結末","",0,0,0,""
"aboutissement","結果,帰結","",0,0,0,""
"aboyer","吠える","Le chien aboie, jappe, clabaude.",0,0,0,""
"abraser","磨く,すり減らす,掻爬する","",0,0,0,""
"abrasif","研磨剤","",0,0,0,""
"abreuver","(牛馬に)水を飲ませる","",0,0,0,""
"abreuvoir","水飼場","",0,0,0,""
"abri","[shelter]避難所,防空壕","",0,0,0,""
"abribus","屋根付きバス待合所","",0,0,0,""
"abricot","杏","",0,0,0,""
"abricotier","杏の木","",0,0,0,""
"abriter","さえぎって守る,(建物が)収容する,(s')避難する,身を守る","Cet immeuble abrite plusieurs familles.",0,0,0,""
"abrogation","廃止","",0,0,0,""
"abroger","(法令を)廃止する","Les lois et les règlements administratifs (décrets, arrêtés) ne peuvent être abrogés que par un texte ayant même valeur : une loi par une autre loi, un décret par un autre décret etc.",0,0,0,""
"abrupt","険しい,切り立った,ぞんざいな,だしぬけの,急斜面,崖","",0,0,0,""
"abruptement","前後の脈絡無く","",0,0,0,""
"abruti","頭がぼうっとなった,ばか","",0,0,0,""
"abrutir","ぼうっとさせる","",0,0,0,""
"abrutissement","痴呆化","",0,0,0,""
"abrègement","短縮","",0,0,0,""
"abrég","【m】要約","",0,0,0,""
"abréger","短縮する","",0,0,0,""
"abréviation","略語","",0,0,0,""
"abscisse","横座標","L'abscisse et l'ordonnée sont les coordonnées d'un point.",0,0,0,""
"absence","不在,留守,欠如","",0,0,0,""
"absent","留守の,欠席の,欠席(勤)者","",0,0,0,"apsɑ̂"
"absenter","(s')欠席・欠勤する,から離れる","",0,0,0,""
"absentéisme","欠席,欠勤","",0,0,0,""
"absentéiste","欠勤しがちな人","",0,0,0,""
"absinthe","ニガヨモギ,アブサン","",0,0,0,"apsɛ̃t"
"absolu","絶対的な,完全な","",0,0,0,""
"absolument","絶対に,完全に","",0,0,0,""
"absolution","罪の赦し,免訴","",0,0,0,""
"absolutisme","絶対主義","",0,0,0,""
"absorber","吸い込む,吸収する,摂取する,没頭させる,吸収合併する","L'éponge a absorbé l'eau.",0,0,0,""
"absorption","吸収,吸収合併","",0,0,0,""
"absoudre","無罪放免する","",0,0,0,""
"abstenir","(s')慎む,差し控える,棄権する","",0,0,0,""
"abstention","棄権","",0,0,0,""
"abstentionnisme","投票棄権","",0,0,0,""
"abstentionniste","投票棄権者","",0,0,0,""
"abstinence","精進潔斎","",0,0,0,""
"abstinent","節制している","",0,0,0,""
"abstraction","抽象","",0,0,0,""
"abstraction faite de","を別とすれば","",0,0,0,""
"abstraire","抽象する,抽出する","",0,0,0,""
"abstrait","抽象(的な)","",0,0,0,""
"abstraitement","抽象的に","",0,0,0,""
"absurde","不条理な,非常識な","",0,0,0,""
"absurdit","不条理,ばかげた言動","",0,0,0,""
"abus","乱用,悪用,誤用,悪習","Abus n'est pas coutume.",0,0,0,""
"abuser","乱用する,悪用する,欺く","",0,0,0,""
"abuser de","の善意に乗じて利用する,を乱用する","",0,0,0,""
"abusif","度を超した","",0,0,0,""
"abusivement","みだりに,誤って","",0,0,0,""
"abâtardir","退化させる,衰退させる,退廃させる","",0,0,0,""
"abîm","いたんだ,破損した","",0,0,0,""
"abîme","深淵,断絶,破滅","",0,0,0,""
"abîmer","傷める,台無しにする","",0,0,0,""
"abêtir","愚かにする","",0,0,0,""
"abêtissement","白痴化","",0,0,0,""
"acabit","たぐい","",0,0,0,""
"acacia","アカシア","",0,0,0,""
"académicien","アカデミー会員","",0,0,0,""
"académie","学士院,芸術院,専門学校,大学区[教育行政制度,27有る]","",0,0,0,""
"académique","アカデミックな,アカデミーな","",0,0,0,""
"académisme","アカデミズム","",0,0,0,""
"acajou","マホガニー","",0,0,0,""
"acariâtre","気難しい","",0,0,0,""
"accabl","打ちひしがれた","",0,0,0,""
"accablant","押しつぶされそうな,耐え難い","",0,0,0,""
"accablement","【m】打ちひしがれた状態","",0,0,0,""
"accabler","打ちひしぐ","",0,0,0,""
"accalmie","凪","",0,0,0,""
"accaparement","買い占め,独占","",0,0,0,""
"accaparer","独占する","",0,0,0,""
"accastillage","船首(尾)楼","",0,0,0,""
"accent","訛,アクサン記号,強勢","",0,0,0,""
"accent aigu","【文法】アクサン・テギュ[']","",0,0,0,""
"accent circonflexe","【文法】アクサン・シルコンフレックス[^]","",0,0,0,""
"accent grave","【文法】アクサン・グラーブ","",0,0,0,""
"accentu","アクセントのある,際立った","",0,0,0,""
"accentuation","アクサン記号の付け方,強調,増大","",0,0,0,""
"accentuer","際立たせる,(s')増大する","",0,0,0,""
"acceptable","受け入れられる,まずまずの","",0,0,0,""
"acceptation","受諾","",0,0,0,""
"accepter","受け入れる,受諾する","Vous acceptez la carte de crédit ? ",0,0,0,""
"accepteur","(為替手形の)引受人","",0,0,0,""
"acception","語義","",0,0,0,""
"accessible","近づくことのできる,理解できる","Dans ce livre, comme dans le précédent, notre but a été de donner un aperçu sommaire, accessible à des débutants, du développement actuel de la psychologie.",0,0,0,""
"accession","高い地位につくこと,附合,添付","",0,0,0,""
"accessit","次席賞","",0,0,0,""
"accessoire","付随的な,付属品","",0,0,0,""
"accessoirement","付随的に,ついでに","",0,0,0,""
"accessoires","小道具","",0,0,0,""
"accessoiriste","小道具方","",0,0,0,""
"accident","事故,事故に遭った,起伏の多い,事故の犠牲者","",0,0,0,""
"accident de la ciculation","交通事故","",0,0,0,""
"accident du travail","労働災害","",0,0,0,""
"accidentel","偶発的な,事故による","",0,0,0,""
"accidentellement","偶発的に,事故によって","",0,0,0,""
"acclamation","歓声,拍手喝采","",0,0,0,""
"acclamer","拍手喝采を送る","",0,0,0,""
"acclimatement","環境に適応すること","",0,0,0,""
"acclimater","環境に適応させる","",0,0,0,""
"accointances","つきあい","",0,0,0,""
"accointer","なじみになる","",0,0,0,""
"accolade","中括弧({),(叙勲などの際の)抱擁","",0,0,0,""
"accoler","並べる,併設する,中括弧でくくる","",0,0,0,""
"accommodant","協調性のある","",0,0,0,""
"accommodation","適応させること,順応","",0,0,0,""
"accommodement","和解,示談","",0,0,0,""
"accommoder","調理する,(s')順応する,甘受する","",0,0,0,""
"accompagnateur","伴奏者,添乗員,付き添い","",0,0,0,""
"accompagnement","伴奏,随行","",0,0,0,""
"accompagner","を伴い行く,伴奏する","Pour accompagner la quiche lorrane, vous boirez plutôt un vun blanc d'Alsace, un riesling par exemple.
Plus la corrélation est forte, plus les variations d'une variable s'accompagnent de variations d'une autre variable.",0,0,0,""
"accompli","申し分のない,完了した","",0,0,0,""
"accomplir","実現する,果たす","",0,0,0,""
"accomplissement","実行,成就","",0,0,0,""
"accord","同意,仲が良いこと,協約,和音,【文法】一致","L'accord de l'adjectif avec le nom se fait en genre et en nombre.",0,0,0,""
"accord-cardre","大枠の合意,基本合意","",0,0,0,""
"accordage","調律,同調","",0,0,0,""
"accorder","[grant]与える,(の正しいことを)認める,一致させる,調律する,(s')同意する,仲が良い,調和する","Après de longues discussions, la direction a accepté d'accorder un jour de congé supplémentaire à ses employés.",0,0,0,""
"accordeur","調律師","",0,0,0,""
"accordéon","アコーデオン","",0,0,0,""
"accordéoniste","アコーデオン奏者","",0,0,0,""
"accostage","接岸,ドッキング","",0,0,0,""
"accoster","接岸する,接舷する,近寄って話しかける","AMB accosta un passant pour demander son chemin.",0,0,0,""
"accotement","路肩","",0,0,0,""
"accoter","もたせかける,よりかからせる","",0,0,0,""
"accouchement","出産,分娩","",0,0,0,""
"accoucher","産む,分娩する","",0,0,0,""
"accoucheur","産科医","",0,0,0,""
"accouchée","産婦","",0,0,0,""
"accouder","(s')肘をつく","",0,0,0,""
"accoudoir","肘掛け","",0,0,0,""
"accouplement","交尾,かけあわせ","",0,0,0,""
"accoupler","対にする,交配する,(s')交尾する","",0,0,0,""
"accourir","走り寄る,駆けつける","",0,0,0,""
"accoutrement","異様な身なり","",0,0,0,""
"accoutrer","異様な身なりをさせる","",0,0,0,""
"accoutum","慣れた,いつもの","",0,0,0,""
"accoutumance","適応,慣れ","",0,0,0,""
"accoutumer","慣れさせる,習慣づける","",0,0,0,""
"accroc","かぎ裂き","",0,0,0,""
"accrochage","接触事故,口論,小競り合い","Deux activistes du mouvement islamiste Hamas et un soldat israélien ont été tués dans un accrochage.",0,0,0,""
"accrocher","ひっ掛ける,吊す,(他の車などに)接触する,(s')掴まる,口論する","Accroche-toi à mon bras !",0,0,0,""
"accrocheur","粘り強い","",0,0,0,""
"accroire","騙す","",0,0,0,""
"accroissement","増加","",0,0,0,""
"accroupir","(s')しゃがむ","",0,0,0,""
"accroître","増やす,増大させる,(s')増加する,高まる","Afin d'assurer de facon plus efficace la realisation des buts du présent Traité, les parties maintiendront et accroîtront leur capacité individuelle et collective de resistance à une attaque armée.
En l'absence de menace militaire directe à proximité de nos frontières, notre politique de sécurité et de défense attache une importance accrue à la prévention des conflits et à la maîtrise des crises.
La production du fer s'était accrue de 26 %.",0,0,0,""
"accrédit","信用のある,信用状所持人","",0,0,0,""
"accréditation","信任状を授けて大使を派遣すること","",0,0,0,""
"accréditer","信用にたるものと認める,信任状を与える","",0,0,0,""
"accréditeur","保証人,引受人","",0,0,0,""
"accréditif","信用状","",0,0,0,""
"accueil","歓待、もてなし","Je vous remercie infiniment de l'excellent accueil que vous m'avez réservé ce soir.",0,0,0,"akoej"
"accueillir","[welcome, greet]迎える,応対する,もてなす","",0,0,0,""
"acculer","追いつめる,追いやる","",0,0,0,""
"acculturation","異文化との接触による文化変容","",0,0,0,""
"accumulateur","蓄電池","",0,0,0,""
"accumulation","蓄積,集積","",0,0,0,""
"accumuler","重ねる,ためこむ,蓄積する","",0,0,0,""
"accus","重罪の被告人","",0,0,0,""
"accusateur","非難の,告発する(人),告訴人","",0,0,0,""
"accusatif","対格","",0,0,0,""
"accusation","非難,告発,起訴","",0,0,0,""
"accuser","非難する,告発する,告訴する,はっきり示す,際立たせる(s')罪を認める","Cette robe accuse les lignes du corps.",0,0,0,""
"accuser réception de","を受領したと通知する","Nous avons l'honneur de vous accuser réception de votre lettre.",0,0,0,""
"accusé de réception","配達証明書","",0,0,0,""
"accès","接近,,通路,発作","",0,0,0,""
"accéder","に到達する","",0,0,0,""
"accélérateur","アクセル","",0,0,0,""
"accélération","加速,促進","",0,0,0,""
"accélérer","加速する,促進する,アクセルを踏む","",0,0,0,""
"ace","【m】サービスエース","",0,0,0,"ɛs"
"acerbe","人を傷つけるような","",0,0,0,""
"achaland","商品の豊富な","",0,0,0,""
"achalandage","(ある店で売っている)品物全体","",0,0,0,""
"acharnement","熱中,執念","",0,0,0,""
"acharner","(s')むきになる,執拗に攻撃する","",0,0,0,""
"achat","買うこと,購入,買った物","La collection du musée s'est agrandie grâce à des dons, des legs et des achats.",0,0,0,""
"acheminement","発送","",0,0,0,""
"acheminer","発送する","",0,0,0,""
"achetable","金で買える","",0,0,0,""
"acheter","[buy, bribe]買う,買収する","",0,0,0,""
"acheteur","買手,買方,バイヤー","",0,0,0,""
"achever","完成させる,終える,とどめをさす","Cet ouvrage a  été achevé d'imprimer le 3 octobre 1974.",0,0,0,""
"achoppement","つまずき","",0,0,0,""
"achopper","つまずく","",0,0,0,""
"achèvement","完了,竣工","",0,0,0,""
"acid urique","尿酸","",0,0,0,""
"acide","酸っぱい,酸性の,【m】酸","",0,0,0,""
"acide sulfurique","硫酸","",0,0,0,""
"acidifier","酸っぱくする,酸性にする","",0,0,0,""
"acidit","酸味,酸度,酸性度","",0,0,0,""
"acidul","かすかに酸っぱい","",0,0,0,""
"acier","鋼","",0,0,0,""
"aciérie","製鋼所","",0,0,0,""
"acn","にきび","",0,0,0,""
"acolyte","手下","",0,0,0,""
"acompte","部分払い,内金","",0,0,0,""
"acoustique","聴覚の,音響の","",0,0,0,""
"acquiescement","同意,請求の認諾","",0,0,0,""
"acquiescer","同意する,認諾する","",0,0,0,""
"acquis","後天的な,既得の,学識","",0,0,0,""
"acquisition","取得,習得,購入品","",0,0,0,""
"acquit","領収証","",0,0,0,""
"acquittement","(債務の)返済,(義務の)履行,(重罪の)無罪判決","",0,0,0,""
"acquitter","無罪を宣告する,(債務を)返済する,(se)(義務を)履行する","Le Conseil de sécurité décide d'accorder à l'Iraq une dernière possibilité de s'acquitter des obligations en matière de désarmement qui lui incombent en vertu des resolutions pertinentes du Conseil.",0,0,0,""
"acquéreur","買い手","",0,0,0,""
"acquérir","手に入れる,取得する,獲得する","En deux ans, ce terrain a acquis beaucoup de valeur.",0,0,0,""
"acquêt","後得財産","",0,0,0,""
"acrimonie","とげとげしさ","",0,0,0,""
"acrobate","軽業師","",0,0,0,""
"acrobatie","軽業,曲芸","",0,0,0,""
"acrobatique","軽業の","",0,0,0,""
"acrylique","アクリル","",0,0,0,""
"acte","【m】行為,証書,【劇】幕","Un acte est une action ou le résultat de cette action, considérée dans son intention ou ses conséquences.",0,0,0,""
"acte administratif","行政行為","",0,0,0,""
"acte de commerce","商行為","",0,0,0,""
"acte de gouvernement","統治行為","",0,0,0,""
"acte final","最終議定書","L'acte final du congrès de Vienne insiste sur le principe de légitimité.",0,0,0,""
"acte judiciare","裁判上の行為・文書","",0,0,0,""
"acte juridique","法律行為","",0,0,0,""
"acte notari","公正証書","",0,0,0,""
"actes","記録","",0,0,0,""
"acteur","俳優,当事者","",0,0,0,""
"actif","活動的な,積極的な,よく効く,現役の,能動の,資産,借方","",0,0,0,""
"actif circulant","流動資産","",0,0,0,""
"actif circurant","流動資産","",0,0,0,""
"actif immobilis","固定資産","",0,0,0,""
"actifs","現役,就労者","Les prestations des bénéficiaires sont assurées par les cotisations des actifs.",0,0,0,""
"action","①行動,行為,作用,筋立て,訴訟[俳優の「演技」の意味はない]
②株式","1 Buñuel transposa l'action de la fin du siècle à 1930.
L'action ne peu être réitérée sur une même affaire quand celle-ci a été jugée.",0,0,0,""
"action civile","付帯私訴","",0,0,0,""
"action paulienne","詐害行為取消権","",0,0,0,""
"action personnelle","対人訴訟","",0,0,0,""
"action réele","対物訴訟","",0,0,0,""
"actionnaire","株主","",0,0,0,""
"actionner","作動させる","",0,0,0,""
"activation","活性化","",0,0,0,""
"activement","活発に,積極的に","",0,0,0,""
"activer","活発にする,急ぐ","",0,0,0,""
"activisme","直接行動主義","",0,0,0,""
"activiste","直接行動主義者","",0,0,0,""
"activit","活力,活動,仕事","",0,0,0,""
"activités tertiaire","第三次産業","",0,0,0,""
"actrice","女優","",0,0,0,""
"actuaire","保険計理士","",0,0,0,""
"actualisation","現代化,現実化","",0,0,0,""
"actualiser","実現する,現代化する","",0,0,0,""
"actualit","現実性,現状","",0,0,0,""
"actualités","時事","",0,0,0,""
"actuariat","統計係","",0,0,0,""
"actuariel","現実の,現在の","",0,0,0,""
"actuel","[existing, current: actualは<→réel>]現代の,今日的な,目下の","En 794, l'empereur Kammu transfère le siège de son gouvernement à Héian-Kyô, l'actuelle Kyoto.",0,0,0,""
"actuellement","[at present: actuallyは<→vraiment>]現在は,目下","",0,0,0,""
"acuit","鋭さ","",0,0,0,""
"acuponcteur","鍼医","",0,0,0,""
"acuponcture","鍼療法","",0,0,0,""
"acupuncteur","鍼医","",0,0,0,""
"acupuncture","鍼療法","",0,0,0,""
"acér","鋭利な","",0,0,0,""
"adage","【m】格言","",0,0,0,""
"adaptable","取り付けられる,順応できる","",0,0,0,""
"adaptateur","脚色者,アダプター","",0,0,0,""
"adaptation","順応,脚色,翻案","",0,0,0,""
"adapter","取り付ける,適合させる,脚色する,(s')ぴったり合う,順応する","Un soutien-gorge bien adapté doit mettre vos seins bien en valeur.",0,0,0,""
"additif","追加,添加物","",0,0,0,""
"addition","足し算,勘定書","L'addition, s'il vous plaît.",0,0,0,""
"additionnel","付加の,追加の","",0,0,0,""
"additionner","足す,合計する","",0,0,0,""
"adduction","導管で引くこと","",0,0,0,""
"adepte","信徒,信奉者,愛好家","",0,0,0,""
"adhèrent","粘着性のある,会員","",0,0,0,""
"adhésif","接着力・粘着力のある,接着剤,接着テープ","",0,0,0,""
"adhésion","加盟,附合","",0,0,0,""
"adhésivit","親近性,粘り気","",0,0,0,""
"adhérence","粘着,接着","",0,0,0,""
"adhérer","くっつく,加入する","8 % des salariés français adhéraient à un syndicat en 1997.",0,0,0,""
"adieu","さようなら,別れ","",0,0,0,""
"adipeux","脂肪の","",0,0,0,""
"adjacent","隣接した","",0,0,0,""
"adjectif","形容詞","",0,0,0,""
"adjectival","形容詞の","",0,0,0,""
"adjoindre","付ける","",0,0,0,""
"adjonction","添加物","",0,0,0,""
"adjudant","曹長","",0,0,0,""
"adjudant-chef","【軍事】准尉","",0,0,0,""
"adjudant-major","副官","",0,0,0,""
"adjudicataire","落札者,競落人","",0,0,0,""
"adjudication","入札,競売","",0,0,0,""
"adjudication publique ouverte","一般競争入札","",0,0,0,""
"adjuger","競売によって売り渡す,入札によって請け負わせる","",0,0,0,""
"adjuration","懇願","",0,0,0,""
"adjurer","懇願する","Je vous adjure d'être calmes.",0,0,0,""
"adjuvant","添加剤","",0,0,0,""
"admettre","受け入れる,(考えを)認める","",0,0,0,""
"administrateur","行政担当者,取締役,管財人","",0,0,0,""
"administratif","行政の","",0,0,0,""
"administration","経営,管理,行政","",0,0,0,""
"administrativement","行政上,行政的に","",0,0,0,""
"administrer","行政を行う,(薬を)投与する","",0,0,0,""
"admirable","感嘆すべき","",0,0,0,""
"admirablement","すばらしく,みごとに","",0,0,0,""
"admirateur","フアン","",0,0,0,""
"admiratif","感嘆した","",0,0,0,""
"admiration","感嘆","",0,0,0,""
"admirativement","見事に","",0,0,0,""
"admirer","尊敬する,感心する","",0,0,0,""
"admissibilit","一次試験の合格","",0,0,0,""
"admissible","容認しうる,応募資格がある,一次試験合格者","",0,0,0,""
"admission","(団体・機関への)受け入れ,入学許可,(病院などの)受付","<word:réception>",0,0,0,""
"admonestation","譴責,戒告,説諭","",0,0,0,""
"admonester","譴責する,戒告する,説諭する","",0,0,0,""
"adolescence","青春,思春期","Les garçons muent à l'adolescence.",0,0,0,""
"adolescent","青春期の(男子・女子)","",0,0,0,""
"adonner","(s')熱中する,耽る","",0,0,0,""
"adopt","養子","",0,0,0,""
"adopter","養子にする,採択する,可決する,取り入れる","Le traité fut adopté par 546 voix contre 107.",0,0,0,""
"adoptif","養子縁組による","",0,0,0,""
"adoption","養子縁組,採択,可決","",0,0,0,""
"adorable","かわいい,すてきな","",0,0,0,""
"adorateur","崇拝者","",0,0,0,""
"adoration","熱愛,礼拝","",0,0,0,""
"adorer","大好きである,熱愛する,崇拝する","Quels sont tes pass-temps ? J'aime aller au théâtre et j'adore les voyage.
Cet officier est adoré de ses soldats.",0,0,0,""
"adoss","...にもたれかかった,...を背にした","",0,0,0,""
"adossement","背にすること","",0,0,0,""
"adosser","たてかける,(s')もたれかかる","",0,0,0,""
"adoucir","和らげる,(s')和らぐ","",0,0,0,""
"adoucissement","緩和,軽減","",0,0,0,""
"adoucisseur","軟水化装置","",0,0,0,""
"adresse","①宛先[住所と名前],アドレス
②器用さ,巧妙","",0,0,0,""
"adresser","送る,かける,向ける,(s')問い合わせる,話しかける","Comment on s'adresse à une belle femme en ville ?",0,0,0,""
"adroit","器用な,巧妙な","",0,0,0,""
"adroitement","器用に,巧妙に","",0,0,0,""
"adrénaline","アドレナリン","",0,0,0,""
"adulation","追従","",0,0,0,""
"aduler","へつらう","",0,0,0,""
"adulte","成人(の),大人(の)","Le prix d'entrée est de cinq cent yens pour les adultes.",0,0,0,""
"adultère","姦通","",0,0,0,""
"adultérer","変質させる","",0,0,0,""
"adultérin","庶子たる","",0,0,0,""
"advenir","起こる,生じる","",0,0,0,""
"adverbe","副詞","",0,0,0,""
"adverbial","副詞の","",0,0,0,""
"adversaire","相手,反対者","La honte n'est pas d'être inférieur à l'adversaire, c'est d'être inférieur à soi-même.",0,0,0,""
"adverse","敵対する,相手の","",0,0,0,""
"adversit","逆境","",0,0,0,""
"Advienne que pourra !","どんなことが起ころうとも","",0,0,0,""
"adéquat","適切な","",0,0,0,""
"adéquation","適合,完全な一致","",0,0,0,""
"affabilit","愛想の良さ,物腰の柔らかさ","",0,0,0,""
"affable","愛想の良い,物腰の柔らかな","",0,0,0,""
"affabulation","筋立て,プロット","",0,0,0,""
"affabuler","筋を作る","",0,0,0,""
"affadir","風味や味わいを失わせる","",0,0,0,""
"affaiblir","衰弱させる,(s')衰える","Le temps, qui fortifie les amitiés, affaiblit l'amour.",0,0,0,""
"affaiblissant","次第に弱く","",0,0,0,""
"affaiblissement","衰弱","",0,0,0,""
"affair","忙しい","",0,0,0,""
"affaire","用事,問題,事件,訴訟,取引,事業","A I'origine, l'Encyclopédie n'était qu'une affaire, lancée par des libraires.",0,0,0,""
"affairement","忙しそうな様子","",0,0,0,""
"affairer","(s')忙しく働く,せわしなく動き回る","",0,0,0,""
"affaires","ビジネス,身の回りの品","",0,0,0,""
"affaires personnelles","私物","",0,0,0,""
"affairisme","利権あさり","",0,0,0,""
"affairiste","金儲け第一主義者","",0,0,0,""
"affaissement","沈下","",0,0,0,""
"affaisser","へこませる,(s')へこむ,陥没する","",0,0,0,""
"affalement","意気消沈,落胆","",0,0,0,""
"affaler","ばったりと倒れ込む","",0,0,0,""
"affam","飢えた,渇望している","",0,0,0,""
"affamant","空腹を感じさせる","",0,0,0,""
"affamer","飢えさせる","",0,0,0,""
"affameur","食料を買い占めて民衆を飢えさせる者","",0,0,0,""
"affect","情動,①不自然な
②悲しんだ","",0,0,0,""
"affectation","①気取り,うわべを装うこと
②割り当て,配属","",0,0,0,""
"affecter","①ふりをする
②悲しませる,害を与える
③充てる,任命する","2. Un disque souvent fragmenté affectera l'efficacité de la récupération de données.",0,0,0,""
"affectif","情緒の,感情的な","",0,0,0,""
"affection","情愛","",0,0,0,""
"affectionner","可愛がる","",0,0,0,""
"affectivit","情緒,感受性","",0,0,0,""
"affectueusement","愛情こめて","",0,0,0,""
"affectueux","優しい,愛情のこもった","",0,0,0,""
"affermage","賃貸し,賃借り","",0,0,0,""
"affermer","賃貸しする,賃借りする","",0,0,0,""
"affermi","揺るぎない","",0,0,0,""
"affermir","確固としたものにする,強固にする","",0,0,0,""
"affermissement","強化,確立","",0,0,0,""
"affichage","掲示,ディスプレー","",0,0,0,""
"affiche","ポスター,ビラ","",0,0,0,""
"afficher","掲示する,誇示する","",0,0,0,""
"affichette","ビラ","",0,0,0,""
"afficheur","貼り紙をする人,ディスプレー装置","",0,0,0,""
"affichiste","グラフィックデザイナー","",0,0,0,""
"affil","研いだ","",0,0,0,""
"affilage","研ぐこと","",0,0,0,""
"affiler","研ぐ","",0,0,0,""
"affiliation","加入,加盟","",0,0,0,""
"affilier","加入させる,加盟させる,(se)加入する,加盟する","La France compte environ deux millions des personnes affiliée à des syndicats, soit 8 % de la population active.",0,0,0,""
"affinage","精錬,仕上げ","",0,0,0,""
"affinement","洗練","",0,0,0,""
"affiner","精錬する,精製する,熟成させる,洗練する","",0,0,0,""
"affinit","親近性,類似性","",0,0,0,""
"affirmatif","肯定の,断定的な,了解","",0,0,0,""
"affirmation","断言,表明","",0,0,0,""
"affirmative","肯定","",0,0,0,""
"affirmativement","肯定的に,断定的に","",0,0,0,""
"affirmer","断言する,発揮する","Le charge de la preuve incombe à celui qui affirme.",0,0,0,""
"affixe","接辞","",0,0,0,""
"affleurement","露頭","",0,0,0,""
"affleurer","姿を現す,現れる","",0,0,0,""
"affliction","悲嘆","",0,0,0,""
